AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input,naturalLanguageDescription,label,numLabel
0.499027133,0.537443459,0.1908628345,0.3507540822,0.1410497874,0.0,0.3492058516,0.239838317,0.4680432379,0.0773905143,0.3543200493,0.511708498,0.3824296892,1.0,0.3705934584,0.6018820405,0.0907604098,0.2718012929,0.4652590156,0.2575972378,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\799402\79940201430\79940201430.mp4,"Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.511708498; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.6018820405; ",engaged,1
0.244083643,0.4156957865,0.5874817967,0.4232330322,0.1764943749,1.0,0.2599823475,0.6050419211,0.5067298412,0.1768693626,0.557546854,0.2753378153,0.5068004727,0.0,0.3723127246,0.5239832997,0.4730296135,0.0710071474,0.0832196474,0.0492276251,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210058\2100581077\2100581077.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.6050419211; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5067298412; Dimpler, using the muscles: Buccinator, with a value of 0.557546854; Chin Raiser, using the muscles: Mentalis, with a value of 0.5068004727; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5239832997; ",engaged,1
0.3362218142,0.4572656453,0.317463398,0.3337817788,0.1781813055,0.0,0.3106567562,0.3295480907,0.4606048763,0.3477061093,0.4233759642,0.2708614171,0.6022416949,0.0,0.5100780725,0.5681625009,0.0350380428,0.1759379357,0.1793079376,0.4034942985,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\411021\4110211037\4110211037.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6022416949; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5100780725; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5681625009; ",bored,3
0.2908844352,0.4482357204,0.6342846751,0.4179561734,0.1473746002,1.0,0.3893494904,0.1874778122,0.5060183406,0.1834744811,0.4546090364,0.394854337,0.5382147431,0.0,0.6844819784,0.5341777802,0.022499267,0.1300911009,0.2767443359,0.3217608631,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\205601\2056010114\2056010114.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5060183406; Chin Raiser, using the muscles: Mentalis, with a value of 0.5382147431; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.6844819784; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5341777802; ",bored,3
0.3184727728,0.4667072892,0.2696641386,0.5853897333,0.1838176101,0.0,0.3147680461,0.5951356292,0.470272541,0.1373310536,0.2533281147,0.0939898342,0.6168537736,0.0,0.455848217,0.5365875363,0.0173067842,0.1645108312,0.053892076,0.027841989,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310075\3100752052\3100752052.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5951356292; Chin Raiser, using the muscles: Mentalis, with a value of 0.6168537736; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5365875363; ",engaged,1
0.1657534242,0.4607978761,0.2327623963,0.4591615498,0.1101124957,0.0,0.3391288817,0.1945289075,0.4670271873,0.0797040015,0.2900205255,0.2452350706,0.6072548032,0.0,0.2632314563,0.5576473475,0.0231017061,0.1245595887,0.0693001747,0.140924722,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510037\5100372001\5100372001.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6072548032; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5576473475; ",engaged,1
0.4830776751,0.4460364878,0.4138314128,0.4606393278,0.2591876388,0.0,0.3332020342,0.2007966489,0.471090138,0.2325432748,0.2145447731,0.3776364625,0.430231303,1.0,0.4140051007,0.338511318,0.9997599721,0.6546825171,0.0534549654,0.2286481857,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110015\1100152001\1100152001.avi,"Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9997599721; Jaw Drop, using the muscles: Masseter, Temporalis, Medial Pterygoid, with a value of 0.6546825171; ",bored,3
0.1981147677,0.4155757725,0.3582090437,0.2539767325,0.3170142174,1.0,0.3927214146,0.2486818582,0.4964931905,0.5506112576,0.6383098364,0.1919473559,0.6238136292,0.0,0.330352217,0.5576473475,0.1337015182,0.0918209627,0.0065200869,0.143575117,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510038\5100382058\5100382058.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5506112576; Dimpler, using the muscles: Buccinator, with a value of 0.6383098364; Chin Raiser, using the muscles: Mentalis, with a value of 0.6238136292; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5576473475; ",engaged,1
0.2452828586,0.4666355252,0.291526407,0.6577881575,0.0877162367,0.0,0.2334508002,0.0170217734,0.5008856654,0.0405845977,0.2790050209,0.3939267099,0.4900677204,0.0,0.4589608908,0.4637207389,0.0227963887,0.1273092031,0.2077907026,0.0248124562,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\882654\88265401300\88265401300.mp4,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5008856654; ",engaged,1
0.2299580425,0.4613165557,0.4418913722,0.3980970085,0.572132349,0.0,0.3890685737,0.7418364286,0.4958072901,0.6347264051,0.5430073738,0.1573337168,0.5254753828,0.0,0.4372507334,0.5682523251,0.3119379878,0.1046997756,0.0464526042,0.0713171735,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\510045\5100452011\5100452011.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7418364286; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.6347264051; Dimpler, using the muscles: Buccinator, with a value of 0.5430073738; Chin Raiser, using the muscles: Mentalis, with a value of 0.5254753828; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5682523251; ",engaged,1
0.3584347367,0.4008783996,0.5040695071,0.359287709,0.1408398896,0.0,0.2895302176,0.838059783,0.4615092576,0.2210248262,0.3156854212,0.565597713,0.5989672542,0.0,0.4825482965,0.4611994922,0.0339947566,0.1198009178,0.0886536613,0.1728413105,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\522129\5221290230\5221290230.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.838059783; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.565597713; Chin Raiser, using the muscles: Mentalis, with a value of 0.5989672542; ",engaged,1
0.263392359,0.4197875261,0.4037404656,0.325004667,0.3632909656,0.0,0.4821094573,0.3422490954,0.4727532864,0.2951772511,0.4582845569,0.2740421593,0.650791049,0.0,0.4926534891,0.5806750059,0.0245948806,0.1629113108,0.2836068571,0.3975602984,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210055\2100551072\2100551072.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.650791049; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5806750059; ",bored,3
0.321793735,0.4072248936,0.1687881947,0.3552507758,0.1169789359,1.0,0.1933367401,0.8837855458,0.4734759927,0.0522466041,0.4324471951,0.0973098204,0.5400498509,0.0,0.493960619,0.45792225,0.0038238536,0.0734514892,0.0312603377,0.0192110557,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410032\4100321024\4100321024.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8837855458; Chin Raiser, using the muscles: Mentalis, with a value of 0.5400498509; ",engaged,1
0.2155722082,0.5244637132,0.2927500606,0.369941026,0.1506330222,0.0,0.2483704388,0.1378123611,0.4713887572,0.1408198625,0.4440859556,0.1560464203,0.5580698252,0.0,0.460229367,0.5400137901,0.1328587234,0.264971137,0.172611773,0.0328581259,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210053\2100531003\2100531003.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5580698252; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5400137901; ",engaged,1
0.237168625,0.4058649242,0.407974869,0.3825989068,0.1482533216,0.0,0.1926100403,0.4318773746,0.4636563659,0.1266987175,0.2922859192,0.3022072315,0.5137419701,0.0,0.5001891851,0.5635962486,0.2827050388,0.1184313595,0.2262952626,0.0287897047,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\337021\33702101660\33702101660.mp4,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5137419701; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5001891851; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5635962486; ",engaged,1
0.227940008,0.4531840086,0.5289617777,0.3566944301,0.2233815044,0.0,0.3374052346,0.215715915,0.4796211123,0.3918411136,0.7060652971,0.2216258794,0.4133323133,1.0,0.5776934624,0.5726587772,0.0524272174,0.1412933171,0.1017093882,0.0196046121,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210055\2100551028\2100551028.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.7060652971; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5776934624; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5726587772; ",engaged,1
0.2797928154,0.3965104222,0.2500044703,0.4411246479,0.6698836088,1.0,0.4045868516,0.8733202815,0.5035673976,0.6593985558,0.547626853,0.3737831414,0.6302511692,0.0,0.2010991126,0.5603850484,0.477817297,0.3474994302,0.0142252799,0.0350094549,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410024\4100241069\4100241069.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.8733202815; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5035673976; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.6593985558; Dimpler, using the muscles: Buccinator, with a value of 0.547626853; Chin Raiser, using the muscles: Mentalis, with a value of 0.6302511692; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5603850484; ",engaged,1
0.3676038384,0.4648230076,0.1920527816,0.3050481379,0.4678875506,0.0,0.4742863178,0.7769988775,0.4907351434,0.4902786016,0.3152306676,0.5225875378,0.6714379787,0.0,0.487677604,0.5672519207,0.0201764554,0.0725913867,0.0476343296,0.3867379427,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\907001\907001740\907001740.mp4,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7769988775; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5225875378; Chin Raiser, using the muscles: Mentalis, with a value of 0.6714379787; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5672519207; ",engaged,1
0.4413003027,0.4836297333,0.4590536058,0.4089889824,0.098792173,0.0,0.2237745523,0.084683165,0.4680913985,0.0725969672,0.1730023175,0.2475013882,0.5341182947,0.0,0.3044599891,0.4476624131,0.1405614167,0.114436157,0.1671655774,0.0930734798,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\414081\4140810117\4140810117.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5341182947; ",engaged,1
0.2855487466,0.4397141635,0.46228984,0.4436011612,0.1777315289,1.0,0.1747705638,0.136183992,0.4645864367,0.2197488248,0.6556532979,0.2156291604,0.5558700562,0.0,0.4958148301,0.5576473475,0.071381256,0.0818234235,0.285769701,0.043858923,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110005\1100051030\1100051030.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.6556532979; Chin Raiser, using the muscles: Mentalis, with a value of 0.5558700562; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5576473475; ",bored,3
0.4345695972,0.4756134748,0.5085369349,0.4510623515,0.5763910413,1.0,0.5413318276,0.0284319837,0.5038567185,0.6082774401,0.5556716323,0.2784795165,0.466213733,0.0,0.3731227219,0.5842910409,0.7085331082,0.2383188456,0.0716187432,0.5820649266,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\400030\4000301002\4000301002.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5038567185; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.6082774401; Dimpler, using the muscles: Buccinator, with a value of 0.5556716323; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5842910409; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.7085331082; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.5820649266; ",bored,3
0.2513868213,0.4408482313,0.6882792115,0.3451503813,0.1595223546,1.0,0.314468801,0.4545324445,0.4657323062,0.1161379665,0.236053586,0.4407364726,0.5416112542,0.0,0.4509270191,0.4796945155,0.0174571685,0.0931667089,0.0485743284,0.0194991305,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\334463\3344630113\3344630113.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5416112542; ",engaged,1
0.2729578316,0.4591709673,0.5747266412,0.3979274333,0.1211282313,0.0,0.2343210727,0.0327408612,0.4666565061,0.0640511215,0.3880384862,0.1603742391,0.5931515694,0.0,0.4744207561,0.5845794678,0.004133177,0.1168015152,0.1444720179,0.1889396608,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\799402\7994020280\7994020280.mp4,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5931515694; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5845794678; ",engaged,1
0.238663882,0.3902946711,0.49357602,0.3620574772,0.1451697648,1.0,0.226112619,0.7672728896,0.4648971558,0.2596373856,0.4011342525,0.2337894291,0.5807343721,0.0,0.4647639394,0.4840926826,0.0107944459,0.2138002366,0.0295895096,0.0216064807,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\334463\3344630156\3344630156.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7672728896; Chin Raiser, using the muscles: Mentalis, with a value of 0.5807343721; ",bored,3
0.2828970253,0.4430762231,0.3651648462,0.3929521143,0.5127627254,1.0,0.5014258027,0.9447000623,0.5012290478,0.719327271,0.757281363,0.1166306511,0.3598224819,1.0,0.4619062245,0.4663476944,0.6215168238,0.1641731411,0.0891528279,0.0923452824,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310073\3100731030\3100731030.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9447000623; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5012290478; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.719327271; Dimpler, using the muscles: Buccinator, with a value of 0.757281363; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.6215168238; ",engaged,1
0.3718972504,0.4194950163,0.4267352521,0.4079920053,0.1238629147,0.0,0.2195406109,0.4531854689,0.4653214812,0.2555061281,0.2255520672,0.4564342201,0.511366725,1.0,0.4642074704,0.5575602055,0.1824657619,0.3991708755,0.0597954281,0.0226430148,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\334463\3344630197\3344630197.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.511366725; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5575602055; ",engaged,1
0.3651223183,0.4450941682,0.6690508723,0.4558987916,0.1475168914,0.0,0.1754638702,0.0665421709,0.4642642736,0.3443843722,0.4372307658,0.1959905475,0.5974818468,0.0,0.4985449016,0.5576473475,0.0270094257,0.3209418356,0.0281235166,0.0297279563,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Test\882654\88265402850\88265402850.mp4,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5974818468; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5576473475; ",engaged,1
0.3467875123,0.543174386,0.5125377178,0.5026982427,0.1068602651,1.0,0.1653481424,0.0477606431,0.4716272652,0.11267896,0.4272384942,0.1199878827,0.4649245739,0.0,0.4903071523,0.5912475586,0.2731717825,0.103867799,0.2421443909,0.0244311653,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410032\4100321028\4100321028.avi,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5912475586; ",engaged,1
0.2733615041,0.3879781663,0.1995096058,0.3011906445,0.2529450655,0.0,0.4163708985,0.6901894808,0.4730201662,0.4643292725,0.3913641274,0.3573254049,0.4261027575,1.0,0.490896076,0.3439027667,0.8769475222,0.2279062718,0.078623727,0.1255843043,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\334463\3344630220\3344630220.avi,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.6901894808; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.8769475222; ",engaged,1
0.2636652291,0.4285057187,0.6780367494,0.3134293854,0.1673320681,1.0,0.4485946,0.4172161818,0.4632743597,0.1975322068,0.4485856295,0.3592883646,0.5697974563,0.0,0.6140332818,0.6019088626,0.0096457563,0.0601431988,0.3360271156,0.0373163968,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\110012\1100121035\1100121035.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5697974563; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.6140332818; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.6019088626; ",engaged,1
0.2160069644,0.4812044501,0.5630350709,0.3802666962,0.1644221246,0.0,0.3719120324,0.0426998362,0.4722563326,0.0919971466,0.4362730384,0.1192669943,0.6084508896,0.0,0.3928080797,0.4642781913,0.0047343331,0.0804963633,0.0493050478,0.7378097773,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210061\2100612046\2100612046.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6084508896; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7378097773; ",engaged,1
0.249896571,0.4698308408,0.3067020774,0.3717426658,0.1555403471,0.0,0.2869917154,0.2524165809,0.4671395421,0.1871390641,0.3707633018,0.1982665062,0.5848290324,0.0,0.2801017165,0.4476875067,0.057689786,0.1190487295,0.0643737987,0.0226600207,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410029\4100292084\4100292084.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5848290324; ",bored,3
0.2744820416,0.4574742317,0.4037686288,0.3760339022,0.2342306674,1.0,0.2680522799,0.0337219313,0.4689880908,0.3306658864,0.5429218411,0.2049780339,0.5731343627,0.0,0.4735153615,0.446939826,0.0314337388,0.2052433193,0.5519345999,0.0223900247,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\248510\248510136\248510136.mp4,"Dimpler, using the muscles: Buccinator, with a value of 0.5429218411; Chin Raiser, using the muscles: Mentalis, with a value of 0.5731343627; Lip Suck, using the muscles: Orbicularis Oris, with a value of 0.5519345999; ",engaged,1
0.2105310261,0.4972187877,0.3352845013,0.3638525605,0.1134257242,0.0,0.421897918,0.256207794,0.4656820297,0.114222385,0.1543583423,0.2348802239,0.5773925781,0.0,0.2533069253,0.482291162,0.0520148501,0.1117291301,0.0506425574,0.2519383132,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\111003\1110032061\1110032061.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5773925781; ",bored,3
0.348575145,0.4857711494,0.3413429558,0.6022363901,0.3454448283,1.0,0.2760617137,0.2535579801,0.4767577648,0.5272015333,0.5093305707,0.1807645708,0.4732057452,1.0,0.3508480191,0.3443778157,0.9669871926,0.5632077456,0.0753270388,0.0266187824,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\290428\29042802510\29042802510.mp4,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5272015333; Dimpler, using the muscles: Buccinator, with a value of 0.5093305707; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9669871926; Jaw Drop, using the muscles: Masseter, Temporalis, Medial Pterygoid, with a value of 0.5632077456; ",engaged,1
0.2322383225,0.5147269368,0.5522584319,0.4004724324,0.1833169162,0.0,0.3765468001,0.3177399039,0.5012069345,0.1059795991,0.3381866813,0.5272528529,0.5640582442,0.0,0.471233964,0.4459019899,0.023855174,0.0933605805,0.0909298807,0.7424529791,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\210061\2100612068\2100612068.avi,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5012069345; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5272528529; Chin Raiser, using the muscles: Mentalis, with a value of 0.5640582442; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7424529791; ",bored,3
0.2475075126,0.4438354075,0.5384269357,0.2904939055,0.109258838,0.0,0.3714783192,0.0158367977,0.4664657116,0.0518279597,0.2986313999,0.2518787086,0.6048361063,0.0,0.4688339233,0.4556231797,0.0026063542,0.0694773793,0.0127587076,0.2145150751,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310063\3100632043\3100632043.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6048361063; ",engaged,1
0.2343392968,0.4669424891,0.2805971503,0.7250688672,0.0750050396,0.0,0.2191872895,0.0206164438,0.4612808526,0.0894042403,0.3395723701,0.1127168611,0.460198313,0.0,0.3209044635,0.4087737501,0.7650660276,0.3385424018,0.0170119535,0.0255742855,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\414081\4140810150\4140810150.avi,"Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.7650660276; ",engaged,1
0.3127273321,0.4993411601,0.323466301,0.4535925388,0.2650542855,1.0,0.3535985351,0.0187528431,0.474976629,0.1903126389,0.3062487245,0.3986800909,0.4615561664,0.0,0.5405663848,0.4620095789,0.0953916162,0.1670973003,0.2430357337,0.0248818789,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310070\3100702013\3100702013.avi,"Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5405663848; ",engaged,1
0.2585165203,0.5219044685,0.5649735928,0.4399570227,0.1159982607,0.0,0.4242976904,0.0755023882,0.4709329307,0.0848871171,0.5382128358,0.2514341176,0.622898221,0.0,0.3900929987,0.568811059,0.0035115965,0.0751667693,0.0888618454,0.2925114036,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\826382\8263820211\8263820211.mp4,"Dimpler, using the muscles: Buccinator, with a value of 0.5382128358; Chin Raiser, using the muscles: Mentalis, with a value of 0.622898221; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.568811059; ",engaged,1
0.3505538106,0.4955382347,0.3977693021,0.458327651,0.1078857929,0.0,0.220489189,0.0488482304,0.4679202139,0.0834389701,0.3675365746,0.1408129632,0.5769321918,0.0,0.2521093786,0.5634794235,0.0060785883,0.059747491,0.0940518752,0.0432281978,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\350361\350361011\350361011.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5769321918; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5634794235; ",bored,3
0.376490593,0.4387041628,0.381295085,0.3669942617,0.0900322273,0.0,0.1518750191,0.4312568009,0.4619715214,0.0472239517,0.2953929603,0.4283511639,0.5294792056,0.0,0.3205336034,0.4758484066,0.020116942,0.1770783514,0.0958040655,0.0251468867,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\240846\2408460220\2408460220.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5294792056; ",engaged,1
0.3082973361,0.4818154275,0.4280129075,0.4699734747,0.6307824254,1.0,0.490453124,0.3119781017,0.4956407249,0.7497921586,0.61249125,0.4217889607,0.6661859155,0.0,0.2971517742,0.5725389123,0.3289528787,0.1377573758,0.1209923103,0.1442349255,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\310074\3100741039\3100741039.avi,"Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.7497921586; Dimpler, using the muscles: Buccinator, with a value of 0.61249125; Chin Raiser, using the muscles: Mentalis, with a value of 0.6661859155; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5725389123; ",engaged,1
0.2762359977,0.4801443815,0.6367852688,0.6295275092,0.1019054875,0.0,0.1252065599,0.0358639732,0.4628101587,0.0556139424,0.2934082747,0.2937376797,0.5127028227,0.0,0.3696447909,0.4657975733,0.0012575693,0.0609815344,0.1713012606,0.0274523795,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Train\181374\1813740277\1813740277.avi,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5127028227; ",engaged,1
0.2902104855,0.4275575876,0.4752277434,0.5655297637,0.0865493044,0.0,0.0987001583,0.0084353546,0.4651792049,0.1562041044,0.541877985,0.3161731362,0.4779712558,1.0,0.5816438198,0.5899843574,0.0323276371,0.2041476071,0.3014747202,0.0160763711,C:\Users\Alessandro\Desktop\bachelor-s-thesis\datasets\DAiSEE\DataSet\Validation\410032\4100321044\4100321044.avi,"Dimpler, using the muscles: Buccinator, with a value of 0.541877985; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5816438198; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5899843574; ",bored,3
